,Name,Url,Rating,#Ratings,Price,Display Size,Refresh Rate,Resolution,Response Time,Manufacturer,Ports,Curved,Speakers,Height Adjustable
97,"Samsung Business SR35 Series 22-Inch FHD 1080p Computer Monitor, 75Hz, IPS Panel, HDMI, VGA (D-Sub), VESA Compatible, 3-sided border-less (LS22R350FHNXZA)",https://www.amazon.com/Samsung-Business-S22R350FHN-1920x1080-Monitor/dp/B083W8PJPB/ref=sr_1_100?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-100,4.7 out of 5 stars,"1,634",$146.62,21.8 inches,75 hertz,1920x1080,4 milliseconds,Samsung,"HDMI, VGA, DVI, DisplayPort",True,False,False
98,"Sceptre IPS 27"" QHD 2560 x 1440p LED Monitor DisplayPort HDMI up to 165Hz AMD FreeSync Premium 99% sRGB Build-in Speakers, Machine Black 2021 (E275B-QPT168)",https://www.amazon.com/Sceptre-DisplayPort-FreeSync-Speakers-E275B-QPT168/dp/B095J68CKG/ref=sr_1_101?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-101,4.5 out of 5 stars,475,$249.97,27 inches,165 hertz,2560x1440,1 milliseconds,Sceptre,"HDMI, DisplayPort",False,True,False
99,"Sceptre 35"" UltraWide Curved QHD Monitor 3440 x 1440p up to 120Hz HDR400 99% sRGB 300 Lux PIP PBP Build-in Speakers (C355B-QUN168)",https://www.amazon.com/Sceptre-UltraWide-Monitor-Speakers-C355B-QUN168/dp/B09BBP2LY6/ref=sr_1_102?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-102,4.2 out of 5 stars,67,$415.87,35 inches,120 hertz,3440x1440,4 milliseconds,Sceptre,"HDMI, DisplayPort",True,True,False
100,"Dell 144Hz Gaming Monitor 27 Inch Curved Monitor with FHD (1920 x 1080) Display, Nvidia G-Sync and AMD FreeSync HDMI, DisplayPort, VESA Certified, Gray - S2721HGF",https://www.amazon.com/Dell-S2721HGF-Ultra-Thin-DisplayPort-Certified/dp/B08DW4D6HP/ref=sr_1_103?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-103,4.7 out of 5 stars,"5,619",$223.99,27 inches,144 hertz,1920x1080,4 milliseconds,Dell,"HDMI, DisplayPort",True,False,True
101,"Sceptre E225W-19203R 22"" Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Build-in Speakers, Metallic Black 2018",https://www.amazon.com/Sceptre-E225W-19203R-Monitor-Speakers-Metallic/dp/B07774L6TT/ref=sr_1_104?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-104,4.5 out of 5 stars,"6,001",$129.97,22 inches,60 hertz,1920x1080,5 milliseconds,Sceptre,"HDMI, VGA",False,True,False
102,"Lenovo L27q-30 27-inch QHD Monitor, LCD IPS, LED Backlit, 16:9, FreeSync, 75Hz, 4ms, Narrow Bezels, HDMI, DP, Tilt, VESA Mount",https://www.amazon.com/Lenovo-L27q-30-27-inch-Monitor-Backlit/dp/B089FMXYHT/ref=sr_1_105?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-105,4.4 out of 5 stars,130,,27 inches,75 hertz,2560x1440,4 milliseconds,Lenovo,"HDMI, DisplayPort",False,True,False
103,"SAMSUNG 32 Inch 4K UHD Monitor, Computer Monitor, Wide Monitor, HDMI Monitor HDR 10 (1 Billion Colors), 3 Sided Borderless Design, TUV-Certified Intelligent Eye Care, S70A (LS32A700NWNXZA)",https://www.amazon.com/SAMSUNG-Border-Less-TUV-Certified-Intelligent-LS32A700NWNXZA/dp/B08V6MNW9P/ref=sr_1_106?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-106,4.0 out of 5 stars,263,$299.99,32 inches,60 hertz,3840x2160,5 milliseconds,Samsung,HDMI,False,False,False
104,"LG 27GN750-B UltraGear Gaming Monitor 27” FHD (1920x1080) IPS Display, 1ms Response, 240HZ Refresh Rate, G-SYNC Compatibility, 3-Side Virtually Borderless Design, Tilt, Height, Pivot Stand - Black",https://www.amazon.com/LG-Electronics-27GN750-B-Compatibility-Adjustable/dp/B0841787BZ/ref=sr_1_109?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-109,4.7 out of 5 stars,"6,742",$261.17,27 inches,240 hertz,1920x1080,1 milliseconds,LG,,False,False,True
105,"SAMSUNG SR35 Series 24-Inch FHD 1080p Computer Monitor, 75Hz, IPS Panel, HDMI, VGA (D-Sub), 3-Sided Border-Less, FreeSync (LS24R350FZNXZA)",https://www.amazon.com/SAMSUNG-Computer-Border-Less-FreeSync-LS24R350FZNXZA/dp/B091BCRJR7/ref=sr_1_110?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-110,4.7 out of 5 stars,"7,527",$179.99,24 inches,75 hertz,1920x1080,5 milliseconds,Samsung,"HDMI, VGA",False,False,False
106,ASUS VZ279HE 27” Full HD 1080p IPS Eye Care Monitor with HDMI and VGA,https://www.amazon.com/ASUS-VZ279HE-Full-1080P-Monitor/dp/B07MXJ7QXF/ref=sr_1_111?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-111,4.6 out of 5 stars,"2,613",$174.00,27 inches,75 hertz,1920x1080,5 milliseconds,Asus,"HDMI, VGA",True,False,False
107,"HP 27-inch FHD Monitor with AMD FreeSync Technology (2021 Model, M27fw)",https://www.amazon.com/HP-27-inch-FreeSync-Technology-M27fw/dp/B091FXP622/ref=sr_1_112_mod_primary_new?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=computer+monitor%2Caps%2C192&sr=8-112,4.6 out of 5 stars,106,$209.99,27 inches,75 hertz,1920x1080,5 milliseconds,Hewlett,"HDMI, Type-C",False,False,False
108,"Dell P2214HB Full HD 22 inch LED Backlit Monitor, VGA, Display Port, DVI, 16.7 Million Colors, 178 Degree Viewing Angle, Upto 76/60 Hz Horizontal and Vertical Refresh Rate (Renewed)",https://www.amazon.com/Dell-P2214HB-22-Horizontal-Vertical/dp/B09BDQ3ZHC/ref=sr_1_113?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-113,5.0 out of 5 stars,1,$139.99,22 inches,60 hertz,1080i,8.0 milliseconds,Dell,"HDMI, VGA, DVI, DisplayPort, Display Port",False,False,False
109,"HP P274 27 Inch FHD IPS LED Backlit LCD Anti-Glare Monitor (HDMI, VGA, DisplayPort) 2-Pack Bundle with PW313 Full HD 1080p Live Streamer Webcam and Desk Mount Clamp Dual Monitor Stand",https://www.amazon.com/HP-Backlit-Anti-Glare-DisplayPort-Streamer/dp/B08LP1TTRT/ref=sr_1_114?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-114,4.3 out of 5 stars,30,$899.00,27 inches,60 hertz,FHD 1080p,5.0 milliseconds,hp,"HDMI, VGA, DisplayPort",False,False,False
110,Acer KB272 Bbi 27.0” 1920 x 1080 IPS Monitor | AMD FreeSync Technology | 75Hz Refresh Rate | 1ms VRB | HDMI Port 1.4 & VGA Port,https://www.amazon.com/Acer-Monitor-FreeSync-Technology-Refresh/dp/B09JCKV694/ref=sr_1_115?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-115,4.7 out of 5 stars,"2,384",$186.99,27 inches,75 hertz,1920x1080,1 milliseconds,Acer,"HDMI, VGA",False,False,False
111,"SAMSUNG 32-Inch QHD Computer Monitor, 75Hz, HDMI, USB-C, 1440p Monitor, HDR10, Vertical Monitor, AMD Freesync, TUV-Certified Intelligent Eye Care, Daisy Chain Technology, S60UA (LS32A600UUNXGO)",https://www.amazon.com/SAMSUNG-Adjustable-TUV-Certified-Intelligent-LS32A600UUNXGO/dp/B08YGQCT2F/ref=sr_1_116?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946458&sprefix=computer+monitor%2Caps%2C192&sr=8-116,4.3 out of 5 stars,985,$486.93,32 inches,75 hertz,2560x1440,5 milliseconds,Samsung,HDMI,False,False,True
112,"LG 43UN700T-B 43"" 4K UHD 3840x2160 IPS USB-C HDR 10 Monitor",https://www.amazon.com/LG-43UN700-TB-Monitor-Display-Type-C/dp/B08DZSJ4MM/ref=sr_1_115?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-115,4.5 out of 5 stars,131,$679.99,43.00 inches,60 hertz,3840x2160,8.00 milliseconds,LG,"HDMI, DisplayPort, Type-C",False,True,False
113,ASUS VG278QR 27” Gaming Monitor 165Hz Full HD (1920 x 1080) 0.5ms G-SYNC Eye Care DisplayPort HDMI DVI,https://www.amazon.com/ASUS-VG278QR-Supports-Compatible-DisplayPort/dp/B07XV1519W/ref=sr_1_116?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-116,4.7 out of 5 stars,"5,170",$249.00,27 inches,165 hertz,1920x1080,0.5 milliseconds,Asus,"HDMI, DVI, DisplayPort",False,True,True
114,"Sceptre New 22 Inch FHD LED Monitor 75Hz 2X HDMI VGA Build-in Speakers, Machine Black (E22 Series)",https://www.amazon.com/Sceptre-Gaming-Monitor-Build-Speakers/dp/B078HQH2B2/ref=sr_1_117?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-117,4.6 out of 5 stars,839,$132.84,22 inches,75 hertz,1920x1080,5 milliseconds,Sceptre,"HDMI, VGA",False,True,False
115,"ViewSonic TD2455 24 Inch 1080p IPS 10-Point Multi Touch Screen Monitor with Advanced Dual-Hinge Ergonomics USB C HDMI and DisplayPort Out, Black",https://www.amazon.com/ViewSonic-TD2455-Dual-Hinge-Ergonomics-DisplayPort/dp/B081FJRQJL/ref=sr_1_118?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-118,4.3 out of 5 stars,77,$429.99,24 inches,60 hertz,1920x1080,6 milliseconds,ViewSonic,"HDMI, DisplayPort, Type-C",False,False,False
116,"13.3"" Triple Portable Monitor for Laptop - [2022] FOPO FHD 1080P IPS Laptop Monitor Extender Dual Monitor Display, Triple Screen for 15""-17"" Laptops, Multi Using Mode, HDMI/USB/Type-C Plug and Play",https://www.amazon.com/13-3-Triple-Portable-Monitor-Laptop/dp/B09MM9RKD1/ref=sr_1_119?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-119,3.8 out of 5 stars,51,$559.99,13.3 inches,60 hertz,FHD 1080p,-,SHENZHEN,"HDMI, Type-C",False,False,False
117,"Thinlerain 15.4 inch PC Monitor 440×900 16:9 LED Monitor, TN Panel, 60 Hz, 5Ms, VGA, HDMI, Built-in Speakers",https://www.amazon.com/Thinlerain-15-4-Monitor-440%C3%97900-Built/dp/B09NHS6Q8G/ref=sr_1_120?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-120,No Rating,No Rating,$95.99,15.4 inches,60 hertz,VGA,5.00 milliseconds,Thinlerain,"HDMI, VGA",False,True,False
118,"Samsung CF390 Series 27 inch FHD 1920x1080 Curved Desktop Monitor for Business, HDMI, VGA, VESA mountable, 3-Year Warranty, TAA (C27F390FHN), Black",https://www.amazon.com/Samsung-27-inch-Business-C27F390FHN-LED-Lit/dp/B01IPHVFUI/ref=sr_1_121?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-121,4.7 out of 5 stars,"4,293",$186.99,27 inches,60 hertz,3840X2160,4 milliseconds,Samsung,"HDMI, VGA",True,False,False
119,"VIOTEK SUW49C 49-Inch Super Ultrawide 32:9 Curved Monitor with Speakers, 144Hz HDR 6ms 3840x1080p, FreeSync, GamePlus, VESA & More",https://www.amazon.com/VIOTEK-SUW49C-49-Inch-Super-Ultrawide/dp/B07L44N45F/ref=sr_1_122?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-122,4.3 out of 5 stars,287,$779.99,49 inches,144 hertz,3840x1080,4 milliseconds,VIOTEK,"HDMI, DisplayPort",True,True,False
120,"ASUS ProArt Display PA278QV 27” WQHD (2560 x 1440) Monitor, 100% sRGB/Rec. 709 ΔE < 2, IPS, DisplayPort HDMI DVI-D Mini DP, Calman Verified, Eye Care, Anti-glare, Tilt Pivot Swivel Height Adjustable",https://www.amazon.com/ASUS-PA278QV-DisplayPort-Anti-Glare-Adjustable/dp/B088BC5HMM/ref=sr_1_125?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-125,4.6 out of 5 stars,"1,875",$319.00,27 inches,75 hertz,2560x1440,5 milliseconds,Asus,"HDMI, DVI, DisplayPort, Thunderbolt, Type-C",False,False,True
121,"Samsung QBR-N Series 65"" Display, Black, Model Number: QB65R-N",https://www.amazon.com/Samsung-QBR-N-Display-Black-Number/dp/B086LP8B7G/ref=sr_1_126?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-126,No Rating,No Rating,$1549.83,65 inches,120 hertz,3840x2160,8 milliseconds,Samsung,,False,False,True
122,"Dell Computer Ultrasharp U2415 24.0-Inch Screen LED Monitor, Black",https://www.amazon.com/Dell-Computer-Ultrasharp-U2415-24-0-Inch/dp/B00NZTKOQI/ref=sr_1_127?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-127,4.6 out of 5 stars,"2,325",,24 inches,60 hertz,N1920x,8 milliseconds,Dell,"HDMI, DisplayPort",False,False,True
123,"ASUS TUF Gaming 27"" 2K HDR Gaming Monitor (VG27AQ) - QHD (2560 x 1440), 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, G-SYNC Compatible, VESA Mountable, DisplayPort, HDMI",https://www.amazon.com/ASUS-Gaming-VG27AQ-G-SYNC-Monitor/dp/B07WQ4FXY9/ref=sr_1_128?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-128,4.7 out of 5 stars,"5,011",$349.00,27 inches,165 hertz,2560x1440,1 milliseconds,Asus,"HDMI, DisplayPort",False,False,True
124,"ViewSonic VA1903H 19-Inch WXGA 1366x768p 16:9 Widescreen Monitor with Enhanced View Comfort, Custom ViewModes and HDMI for Home and Office, Black",https://www.amazon.com/ViewSonic-VA1903H-19-Inch-WXGA-1366x768p/dp/B086XMFNW6/ref=sr_1_129?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-129,4.3 out of 5 stars,297,$119.99,19 inches,60 hertz,1366x768,6 milliseconds,ViewSonic,"HDMI, VGA",False,False,False
125,"Philips 276E8VJSB 27"" Monitor, 4K UHD IPS, 1 Billion+ Colors, Ultranarrow Borders, Lowblue, Multiview, 4Yr Advance Replacement Warranty",https://www.amazon.com/Philips-276E8VJSB-3840x2160-UltraNarrow-DispalyPort/dp/B07JXCR263/ref=sr_1_130?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-130,4.4 out of 5 stars,"2,308",$250.32,27 inches,60 hertz,3840x2160,5 milliseconds,ENVISION,"HDMI, VGA, DVI, DisplayPort",False,False,False
126,"Acer Nitro XV431C Pwmiiphx 43.8"" DFHD (3840 x 1080) UltraWide Gaming Monitor | AMD FreeSync Premium | 120Hz | 1ms VRB | HDR400 | 93% DCI-P3 | 1 x Display Port, 1 x HDMI 2.0 Port and 1 x HDMI 1.4",https://www.amazon.com/Acer-XV431C-Pwmiiphx-UltraWide-FreeSync/dp/B0979GZHKN/ref=sr_1_131?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-131,3.8 out of 5 stars,9,$699.99,43.8 inches,120 hertz,3840x1080,1 milliseconds,Acer,"HDMI, Display Port",False,True,True
127,"LG 32QK500-C 32-Inch Class QHD LED IPS Monitor with Radeon FreeSync (31.5"" Diagonal) Silver",https://www.amazon.com/LG-32QK500-C-32-Inch-FreeSync-Diagonal/dp/B07YGZRQ98/ref=sr_1_132?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946524&sprefix=computer+monitor%2Caps%2C192&sr=8-132,4.6 out of 5 stars,935,$266.17,32 inches,75 hertz,2560x1440,5 milliseconds,LG,"HDMI, Display Port",False,False,False
128,"OFIYAA P2 Pro Portable Triple Monitor for Laptop, 13.3 ” Laptop Monitor Screen External Dual Screen Extender with One Cable Connect for 13”-16.5” Mac Windows Chrome Laptop/MacBook PC/PS5/Switch",https://www.amazon.com/Taotuo-Portable-Monitor-FreeSync-Monitors/dp/B091GFJJ4W/ref=sr_1_131?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-131,5.0 out of 5 stars,5,$599.99,13.3 inches,60 hertz,"HD, FHD 1080p",3.0 milliseconds,Taotuo,"HDMI, Type-C",False,False,False
129,"HP EliteDisplay E223 21.5 Inch IPS LED Backlit Monitor 2-Pack, FHD 1920 x 1080 (1FH45A8#ABA)",https://www.amazon.com/HP-EliteDisplay-Backlit-Monitor-1FH45A8/dp/B08176L3NX/ref=sr_1_132?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-132,4.7 out of 5 stars,110,$579.00,21.5 inches,-,FHD 1080p,5.0 milliseconds,hp,"HDMI, VGA, DisplayPort",False,False,False
130,"INNOCN 27"" Computer Monitor 4K UHD 3840 x 2160 16:9 LCD IPS Display, 100% sRGB DP USB C HDMI PC Monitor HDR400 FreeSync, 1.07B+ Colors, Gravity Sensor, Calibrated Colors Accuracy ∆E＜2, VESA - 27C1U",https://www.amazon.com/INNOCN-Computer-Monitor-3840-2160/dp/B09JS74MGY/ref=sr_1_133?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-133,4.0 out of 5 stars,27,$399.99,27 inches,60 hertz,4K UHD 2160p,-,Guangxi,"HDMI, VGA, DVI",False,False,True
131,Sceptre IPS 24-Inch Computer LED Monitor 1920x1080 1080p HDMI VGA up to 75Hz 300 Lux Build-in Speakers 2021 Black (E249W-FPT),https://www.amazon.com/Sceptre-Computer-1920x1080-Speakers-E249W-FPT/dp/B092XF3W9T/ref=sr_1_134?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-134,4.5 out of 5 stars,252,$154.97,24 inches,75 hertz,1920x1080,5 milliseconds,Sceptre,"HDMI, VGA",False,True,False
132,"Sceptre IPS 27 inch Gaming LED Monitor up to 165Hz 144Hz 1ms DisplayPort HDMI, FreeSync FPS RTS Build-in Speakers Gunmetal Black 2021 (E275B-FPT165)",https://www.amazon.com/Sceptre-DisplayPort-FreeSync-Speakers-E275B-FPT165/dp/B08WWKJGDV/ref=sr_1_135?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-135,4.6 out of 5 stars,554,$204.13,27 inches,165 hertz,1920x1080,1 milliseconds,Sceptre,"HDMI, DisplayPort",True,True,False
133,LG 38WK95C-W 38 Inch Class 21:9 Curved UltraWide WQHD+ Monitor with HDR 10 2018 Bundle with Deco Gear HDMI Cable 2 Pack + Gamer Surface Mousepad + Screen Cloth,https://www.amazon.com/LG-38WK95C-W-Inch-Class-UltraWide/dp/B08R8LGVF4/ref=sr_1_136?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-136,No Rating,No Rating,$939.99,37.5 inches,75 hertz,QHD Ultra Wide 1440p,5.00 milliseconds,LG,"HDMI, Display Port, Type-C",True,False,True
134,"Sceptre 24"" Curved 75Hz Gaming LED Monitor Full HD 1080P HDMI VGA Speakers, VESA Wall Mount Ready Metal Black 2019 (C248W-1920RN)",https://www.amazon.com/Sceptre-Curved-Monitor-Speakers-C248W-1920RN/dp/B07KXSR99Y/ref=sr_1_137?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-137,4.6 out of 5 stars,"14,926",$150.80,24 inches,75 hertz,1920x1080,5 milliseconds,Sceptre,"HDMI, VGA",True,True,False
135,MSI QHD Rapid-IPS Quantum DOT Gaming Non-Glare Super Narrow Bezel 1ms 2560 x 1440 165Hz Refresh Rate Adjustable Arm G-Sync Compatible 27” Gaming Monitor (Optix MAG274QRF-QD),https://www.amazon.com/MSI-Adjustable-Compatible-Optix-MAG274QRF-QD/dp/B08N5HRJ6W/ref=sr_1_138?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-138,4.4 out of 5 stars,296,,27,165 hertz,2560x1440,1 milliseconds,MSI,,False,False,False
136,"MSI 32"" Full HD RGB LED Non-Glare Super Narrow Bezel 1ms 2560 x 1440 144Hz Refresh Rate Free Sync Height Adjustable Curved Gaming Monitor (Optix MAG321CQR),Black",https://www.amazon.com/MSI-Non-Glare-Adjustable-Optix-MAG321CQR/dp/B07NQG1FFB/ref=sr_1_141?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-141,4.5 out of 5 stars,"1,084",$311.24,31.5 inches,144 hertz,2560x1440,1 milliseconds,MSI,,True,False,True
137,"Portable Monitor - KYY 15.6inch 1080P FHD USB-C Laptop Monitor HDMI Computer Display HDR IPS Gaming Monitor w/Premium Smart Cover & Speakers, External Monitor for Laptop PC Mac Phone PS4 Xbox Switch",https://www.amazon.com/Portable-Monitor-15-6inch-Computer-Protector/dp/B088D8JG3L/ref=sr_1_142?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-142,4.6 out of 5 stars,"2,446",$199.99,15.6 inches,60 hertz,FHD 1080p Ultra Wide,-,KYY,"HDMI, Type-C",False,True,False
138,"ASUS VP28UQG 28"" 4K/UHD 3840x2160 1ms DP HDMI Adaptive Sync/FreeSync Eye Care Monitor",https://www.amazon.com/VP28UQG-Monitor-3840x2160-Adaptive-FreeSync/dp/B074PK4R2H/ref=sr_1_143?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-143,4.5 out of 5 stars,"3,899",$259.99,28 inches,60 hertz,3840x2160,1 milliseconds,ASUS,"HDMI, DisplayPort, Display Port",False,False,False
139,"ViewSonic VX4381-4K 43 Inch Ultra HD MVA 4K Monitor Widescreen with HDR10 Support, Eye Care, HDMI, USB, DisplayPort for Home and Office",https://www.amazon.com/ViewSonic-VX4381-4K-Monitor-Widescreen-DisplayPort/dp/B097J4J1Z7/ref=sr_1_144?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-144,4.4 out of 5 stars,964,$699.99,43 inches,75 hertz,3840x2160,3 milliseconds,ViewSonic,"HDMI, DisplayPort",False,False,False
140,"Dell U4320Q 43 Inch 2160p 4K UltraSharp, IPS Thin Bezel Monitor, HDMI, DisplayPort, USB-C, VESA Certified, Black",https://www.amazon.com/Dell-U4320Q-UltraSharp-Business-Warranty/dp/B084LB7RN2/ref=sr_1_145?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-145,4.6 out of 5 stars,179,,43 inches,60,3840x2160,8 milliseconds,Dell,"HDMI, DisplayPort, Display Port, Type-C",False,False,True
141,"Asus VP228HE 21.5” Full HD 1920x1080 1ms HDMI VGA Eye Care Monitor,Blacklight",https://www.amazon.com/Asus-VP228HE-21-5-LED-Monitor/dp/B07HY4PSPW/ref=sr_1_146?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-146,4.5 out of 5 stars,"2,653",$129.00,20 inches,60 hertz,1920x1080,1 milliseconds,Asus,"HDMI, VGA",False,True,False
142,"Portable Monitor, YGG 13.3'' 2K HDR 2560x1600 Display 100% SRGB Portable Laptop Monitor USB C HDMI External Travel Monitor IPS Eye Care Portable Monitor for Laptop PC Phone Mac Xbox PS4 PS5 Switch",https://www.amazon.com/Portable-Monitor-YGG-2560x1600-External/dp/B09JVYD1SS/ref=sr_1_147?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-147,5.0 out of 5 stars,2,$169.99,13.3 inches,60 hertz,"HD, QXGA Wide",2.0 milliseconds,YGG,"HDMI, Type-C",False,False,False
143,"Dell Multi-Client Monitor P4317Q - 43-inch Ultra 4K 3840 x 2160, DisplayPort HDMI USB 3.0 RS232 (Renewed)",https://www.amazon.com/Dell-Multi-Client-Monitor-P4317Q-DisplayPort/dp/B06ZZ25ZZS/ref=sr_1_148?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946594&sprefix=computer+monitor%2Caps%2C192&sr=8-148,4.7 out of 5 stars,8,$1199.00,43 inches,60 hertz,3840x2160,8 milliseconds,Dell,"HDMI, VGA, DisplayPort",False,False,False
144,"Dell P2719H 27-inch Full HD Monitor - 1920 x 1080 at 60Hz, 5ms (Fast) Gray-to-Gray Response Time, 16.7 Million Colors - Black",https://www.amazon.com/Dell-P2719H-27-inch-Monitor-Gray/dp/B09S7ZXQGY/ref=sr_1_147?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946675&sprefix=computer+monitor%2Caps%2C192&sr=8-147,No Rating,No Rating,$349.99,27 inches,60 hertz,1920x1080,5 milliseconds,Dell,"HDMI, VGA, DisplayPort",False,False,True
145,"Dell S3422DW - 34-inch WQHD 21:9 Curved Monitor, 3440 x 1440 at 100Hz, 1800R, Built-in Dual 5W Speakers, 4ms Grey-to-Grey Response Time (Extreme Mode), 16.7 Million Colors, Silver (Latest Model)",https://www.amazon.com/Dell-S3422DW-Built-Grey-Grey/dp/B08YDQTN4Z/ref=sr_1_148?crid=2HRQHDDQ8D5R0&keywords=computer+monitor&qid=1648946675&sprefix=computer+monitor%2Caps%2C192&sr=8-148,4.1 out of 5 stars,69,$494.02,34 inches,100 hertz,3440x1440,4 milliseconds,Dell,"HDMI, DisplayPort",True,True,True
